Country;IDCountry;populationGroup;IDpopulationGroup;Category1;IDCategory1;Category2;IDCategory2;Category3;IDCategory3;avg_GramsPerDay;CategoryLevel
Sweden;193;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;284,33;2
Sweden;193;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;284,856;3
Ireland;101;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;285,714;2
Ireland;101;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Other_mixed_alcoholic_drinks;10489592;285,714;3
Poland;175;Adolescents;7;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;287,5;1
Poland;175;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;287,5;2
Poland;175;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;287,5;3
Bulgaria;24;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;290;2
Bulgaria;24;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;290;3
Denmark;58;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;292,192;2
Denmark;58;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;292,192;3
Finland;70;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;292,269;2
Finland;70;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Cocktails;10489590;292,269;3
Denmark;58;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;292,482;2
Denmark;58;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;292,482;3
Estonia;63;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;292,857;2
Estonia;63;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Other_mixed_alcoholic_drinks;10489592;292,857;3
Estonia;63;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;293,333;2
Estonia;63;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Cocktails;10489590;293,333;3
Estonia;63;Adults;10;Alcoholic_beverages;10489503;Spirit Drinks and Liqueurs;10490639;Spirit Drinks and Liqueurs;10489581;293,421;3
Finland;70;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;294,549;3
France;75;Adolescents;7;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Cocktails;10489590;295,766;3
Latvia;132;Elderly;12;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;300,635;1
France;75;Adolescents;7;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;301,362;2
Netherlands;162;Elderly;12;Alcoholic beverages;10489503;NULL;NULL;NULL;NULL;302,934;1
Spain;67;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;304,4;2
Spain;67;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;304,4;3
Germany;56;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;305,291;3
Estonia;63;Elderly;12;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;308,104;1
Estonia;63;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;309,034;2
Hungary;99;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;312,068;2
Hungary;99;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;312,068;3
Estonia;63;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;312,744;3
Finland;70;Elderly;12;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;313,09;1
United Kingdom;77;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;317,854;3
Portugal;180;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;319,647;2
Portugal;180;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;319,647;3
Denmark;58;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;322,195;2
Denmark;58;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;322,195;3
Germany;56;Adolescents;7;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Other_mixed_alcoholic_drinks;10489592;322,917;3
Spain;67;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;323,433;2
Spain;67;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;323,433;3
Denmark;58;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;323,824;1
Netherlands;162;Adults;10;Alcoholic beverages;10489503;Wine;10489530;Wine-like drinks;10489548;328,393;3
Germany;56;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;330,744;3
Austria;14;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;331,152;1
Austria;14;Elderly;12;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;333,777;1
Austria;14;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;335,549;1
Latvia;132;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;336,387;1
Netherlands;162;Adults;10;Alcoholic beverages;10489503;Beer;10489514;Beer-like beverages;10489526;339,605;3
Belgium;22;Elderly;12;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;340,34;1
Finland;70;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;341,93;3
United Kingdom;77;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;342,243;3
Bulgaria;24;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Dessert_wines;10489551;342,321;3
Czech Republic;55;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;346,875;2
Czech Republic;55;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;346,875;3
Belgium;22;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;349,158;2
Belgium;22;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;349,158;3
Slovenia;196;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;350;3
Poland;175;Elderly;12;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;355;1
Denmark;58;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;356,163;1
Belgium;22;Adolescents;7;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;358,591;1
Denmark;58;Elderly;12;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;358,637;1
Denmark;58;Elderly;12;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;359,912;1
Austria;14;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;362,857;3
Ireland;101;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;365,403;3
United Kingdom;77;Elderly;12;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;369,01;1
Estonia;63;Adolescents;7;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;375;3
Croatia;97;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;378,106;1
Netherlands;162;Elderly;12;Alcoholic beverages;10489503;Beer;10489514;NULL;NULL;386,359;2
Netherlands;162;Elderly;12;Alcoholic beverages;10489503;Beer;10489514;Beer;10489515;386,359;3
Germany;56;Adolescents;7;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;386,398;1
Finland;70;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;388,402;2
Finland;70;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;388,402;3
Austria;14;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;390,682;3
Ireland;101;Elderly;12;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;391,195;1
Austria;14;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;394,375;3
Belgium;22;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;395,238;1
Austria;14;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;398,788;2
Estonia;63;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;400;3
Finland;70;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;400,839;1
United Kingdom;77;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;405,384;1
United Kingdom;77;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;409,633;3
Latvia;132;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;409,638;2
Germany;56;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;412,85;3
Latvia;132;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;413,508;3
Estonia;63;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;413,889;2
Estonia;63;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;413,889;3
Netherlands;162;Adolescents;7;Alcoholic beverages;10489503;NULL;NULL;NULL;NULL;415,232;1
Germany;56;Elderly;12;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;416,295;1
Latvia;132;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;416,649;2
Latvia;132;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;416,649;3
Bulgaria;24;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;417,041;1
Netherlands;162;Elderly;12;Alcoholic beverages;10489503;Beer;10489514;NULL;NULL;420;2
Estonia;63;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;420,26;1
Netherlands;162;Adults;10;Alcoholic beverages;10489503;Wine;10489530;Wine-like drinks;10489548;421,675;3
Austria;14;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;425,617;3
Finland;70;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;427,438;1
Netherlands;162;Elderly;12;Alcoholic beverages;10489503;Beer;10489514;Beer;10489515;434,474;3
Austria;14;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;435,051;2
Germany;56;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;442,41;1
Latvia;132;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;451,176;2
Latvia;132;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;451,176;3
Netherlands;162;Adults;10;Alcoholic beverages;10489503;NULL;NULL;NULL;NULL;455,934;1
Estonia;63;Adolescents;7;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;461,923;1
Finland;70;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;464,962;2
Finland;70;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;464,962;3
United Kingdom;77;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;475,984;1
Belgium;22;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;476,162;2
Belgium;22;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;476,162;3
Bulgaria;24;Adolescents;7;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;476,834;1
Poland;175;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;484,545;2
Poland;175;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;484,545;3
United Kingdom;77;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;488,277;2
United Kingdom;77;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;493,503;3
Latvia;132;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;500;3
Romania;185;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;500;2
Romania;185;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;500;3
Germany;56;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;500,691;2
Poland;175;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;501,727;1
Ireland;101;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;504,141;1
Germany;56;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;506,491;3
Croatia;97;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;510,286;2
Croatia;97;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;510,286;3
Belgium;22;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;516,441;2
Belgium;22;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;517,463;3
Ireland;101;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;531,136;1
Portugal;180;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;532,923;3
Austria;14;Adults;10;Alcoholic_beverages;10489503;Alcoholic beverages;10489503;NULL;NULL;533,75;2
Austria;14;Adults;10;Alcoholic_beverages;10489503;Alcoholic beverages;10489503;Alcoholic beverages;10489503;533,75;3
Finland;70;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;537,958;2
Finland;70;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;537,958;3
Netherlands;162;Adults;10;Alcoholic beverages;10489503;NULL;NULL;NULL;NULL;542,921;1
Slovenia;196;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;552,5;2
Ireland;101;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;555,811;3
Germany;56;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;563,696;2
Estonia;63;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;565,213;2
Slovakia;198;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;567,501;1
Bulgaria;24;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;572,973;2
Bulgaria;24;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;572,973;3
Slovenia;196;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;575;3
Germany;56;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;583,524;3
Bulgaria;24;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;595,625;2
Bulgaria;24;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;595,625;3
Estonia;63;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;602,686;2
Poland;175;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;615,314;2
Poland;175;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;615,314;3
United Kingdom;77;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;615,472;2
United Kingdom;77;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;615,472;3
United Kingdom;77;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;616,41;2
United Kingdom;77;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;616,41;3
Estonia;63;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;621,892;3
Estonia;63;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;634,387;3
Austria;14;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;648,157;3
Austria;14;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;651,263;2
Ireland;101;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;655,949;2
Germany;56;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;656,213;2
Ireland;101;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;658,429;3
Ireland;101;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;658,437;3
Ireland;101;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;663,5;2
Austria;14;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;676,25;3
Germany;56;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;684,394;3
Netherlands;162;Adults;10;Alcoholic beverages;10489503;Beer;10489514;NULL;NULL;692,646;2
Netherlands;162;Adults;10;Alcoholic beverages;10489503;Beer;10489514;Beer;10489515;699,535;3
Slovakia;198;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;723,396;2
Slovakia;198;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;723,396;3
Czech Republic;55;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;745,146;1
Netherlands;162;Adolescents;7;Alcoholic beverages;10489503;Beer;10489514;NULL;NULL;756,077;2
Estonia;63;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;784,232;1
Ireland;101;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;789,874;3
Ireland;101;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;790,038;2
Netherlands;162;Adults;10;Alcoholic beverages;10489503;Beer;10489514;NULL;NULL;821,182;2
Netherlands;162;Adults;10;Alcoholic beverages;10489503;Beer;10489514;Beer;10489515;821,182;3
Netherlands;162;Adolescents;7;Alcoholic beverages;10489503;Beer;10489514;Beer;10489515;846,717;3
Ireland;101;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;852;3
Czech Republic;55;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;854,348;2
Czech Republic;55;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;854,348;3
Estonia;63;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;1027,089;2
Estonia;63;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;1070,435;3
Estonia;63;Adolescents;7;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;1350;2
Estonia;63;Adolescents;7;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Other_mixed_alcoholic_drinks;10489592;1350;3
